Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao
Game no Kanzume Vol 1,SCD,1994,Diversos,Sega,0.0,0.0,0.04,0.0,0.05,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Rat Attack!,PS,1999,Quebra_cabeca,Mindscape,0.03,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Black Mirror 2,PC,2009,Aventura,DTP Entertainment,0.0,0.04,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Pony Friends,DS,2007,Simulação,Eidos Interactive,0.0,0.04,0.0,0.01,0.04,67.0,8,6.6,12,Tantalus Interactive,Livre
Danny Phantom: Urban Jungle,DS,2006,Acao,THQ,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Rpg,Banpresto,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Sotsugyou II: Neo Generation,PS,1995,Simulação,Riverhillsoft,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Forza Motorsport 3: Ultimate Edition,X360,2010,Corrida,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The King of Fighters 2002: Unlimited Match,PS2,2009,Combate,SNK Playmore,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Looney Tunes: Cartoon Conductor,DS,2008,Diversos,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,67.0,17,Nao_Inserido,0,Amaze Entertainment,Livre
Art of Fighting Anthology,PS2,2006,Combate,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,19,7.0,4,SNK Playmore,+14
Ford Bold Moves Street Racing,PSP,2006,Corrida,Xplosiv,0.04,0.0,0.0,0.0,0.04,52.0,19,Nao_Inserido,0,Razorworks,Livre
Sébastien Loeb Rally Evo,PS4,2016,Corrida,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,28,8.1,73,Milestone S.r.l,Livre
The Tale of Despereaux,Wii,2008,Plataforma,Brash Entertainment,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Brash Entertainment,+10
Lux-Pain,DS,2008,Aventura,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48.0,33,6.2,18,Killaware,+14
Rapala Trophies,PSP,2006,Esporte,Activision,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Sand Grain Studios,Livre
Phoenix Wright: Revived Turnabout,DS,2008,Diversos,Capcom,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Rpg,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Active Life: Magical Carnival,Wii,2011,Diversos,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Bandai Namco Games,Livre
National Geographic Panda (US sales),DS,2008,Simulação,Ubisoft,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Hustle: Detroit Streets,PS2,2006,Esporte,Activision,0.02,0.02,0.0,0.01,0.04,46.0,5,Nao_Inserido,0,Blade Interactive,+14
Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Aventura,Prototype,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Diversos,Sega,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Guilty Gear XX Accent Core,PS2,2007,Combate,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9,8.3,16,Arc System Works,+14
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Diversos,Success,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Cheer We Go!,DS,2010,Diversos,Natsume,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Monster High: New Ghoul in School,3DS,2015,Acao,Little Orbit,0.0,0.04,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,"Torus Games, Little Orbit",Livre
Millipede / Super Breakout / Lunar Lander,GBA,2005,Diversos,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Gravity-I,Livre
Grey's Anatomy: The Video Game,DS,2009,Aventura,Ubisoft,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,7.5,4,Longtail Studios,+14
Mafia,PC,2002,Acao,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27,9.1,863,Illusion Softworks,+17
Disney's Donald Duck: Goin' Quackers,GC,2002,Plataforma,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7,3.0,4,Ubisoft Montreal,Livre
World Trigger: Borderless Mission,PSV,2015,Acao,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Assault Rigs,PS,1996,Acao,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Yes! PreCure 5,DS,2007,Acao,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Operation Flashpoint: Elite,XB,2005,Tiro,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,24,8.3,27,Bohemia Interactive,+14
Candace Kane's Candy Factory,DS,2008,Acao,Destineer,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,F84 Games,Livre
Fantastic Four: Rise of the Silver Surfer,DS,2007,Acao,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8,4.8,13,7 Studios,+10
Nanda's Island,DS,2009,Quebra_cabeca,Phenomedia,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,MumboJumbo,Livre
Virtua Tennis 3,X360,2007,Esporte,Sega,0.03,0.01,0.0,0.0,0.04,80.0,34,6.8,26,Sumo Digital,Livre
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Acao,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Front Mission,DS,2007,Estratégia,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,19,8.9,9,Square Enix,+10
Sushi Go-Round,DS,2010,Simulação,Asylum Entertainment,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,SouthPeak Games,Livre
World Championship Spelling,DS,2010,Diversos,505 Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,505 Games,Livre
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Diversos,Nintendo,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tropico 3,PC,2009,Estratégia,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48,8.1,184,Haemimont,+14
Boktai 2: Solar Boy Django,GBA,2004,Rpg,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78.0,20,8.5,11,KCEJ,+14
Life is Strange,PC,2016,Aventura,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15,8.6,1620,DONTNOD Entertainment,+17
Angelique Duet,PS,1998,Estratégia,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Nobunaga's Ambition (3DS),3DS,2013,Simulação,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Jewel Master: Cradle Of Rome 2,PC,2011,Quebra_cabeca,Rising Star Games,0.0,0.04,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Diversos,Media Works,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tsumiki: Block Drop Mania,DS,2007,Acao,Nobilis,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,RED Entertainment,Livre
Crushed Baseball,GBA,2004,Esporte,Summitsoft,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Griptonite Games,Livre
Dark Arena,GBA,2002,Tiro,THQ,0.03,0.01,0.0,0.0,0.04,65.0,17,Nao_Inserido,0,Graphic State,+14
Kamen Rider: Battride War Genesis,PS3,2016,Acao,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Heatseeker,PSP,2007,Acao,Codemasters,0.04,0.0,0.0,0.0,0.04,49.0,7,Nao_Inserido,0,IR Gurus,+14
Family Fortunes,DS,2009,Diversos,Mindscape,0.0,0.04,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
TOCA Race Driver 2,XB,2004,Corrida,Codemasters,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,8.3,6,Codemasters,+14
My Body Coach,Wii,2009,Esporte,Big Ben Interactive,0.0,0.04,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Shaun the Sheep,DS,2008,Aventura,D3Publisher,0.04,0.0,0.0,0.0,0.04,58.0,5,Nao_Inserido,0,Art,Livre
Battlezone,PS4,2016,Acao,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,39,7.0,31,Rebellion,+14
I.Q. Remix+: Intelligent Qube,PS2,2000,Quebra_cabeca,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Growlanser,PSP,2009,Rpg,Atlus,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Diversos,FuRyu,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Trollz: Hair Affair!,GBA,2005,Diversos,Ubisoft,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Diversos,Paon,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Grand Slam,PS,1997,Diversos,Virgin Interactive,0.02,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Acao,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The King of Fighters 2000,PS2,2002,Combate,Playmore,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Hyperdimension Neptunia mk2,PSV,2014,Acao,Compile Heart,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Pro Evolution Soccer 2016,PC,2015,Esporte,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,12,4.3,286,Konami,Livre
The Dark Spire,DS,2008,Rpg,Success,0.04,0.0,0.0,0.0,0.04,69.0,23,7.7,21,Success,+10
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Acao,Activision,0.03,0.01,0.0,0.0,0.04,55.0,14,6.0,38,PlatinumGames,+14
Puyo Puyo Tetris,PS3,2014,Quebra_cabeca,Sega,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Aventura,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Runaway: A Twist of Fate,PC,2009,Aventura,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15,8.2,40,Pendulo Studios,+14
Disney's Meet the Robinsons,GC,2007,Acao,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04,68.0,5,Nao_Inserido,0,Avalanche Software,+10
Hanayori Danshi: Koi Seyo Onago,DS,2008,Aventura,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Acao,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Diversos,Nintendo,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Disney Planes Fire & Rescue,Wii,2014,Acao,Disney Interactive Studios,0.0,0.04,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Sonic the Hedgehog 2 (8-bit),GG,1992,Plataforma,Sega,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
FlatOut 2,XB,2006,Corrida,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,38,7.3,8,Bugbear,+14
Gem Smashers,3DS,2011,Plataforma,Crave Entertainment,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Frame Studios Interactive,Livre
Rogue Trooper,PS2,2006,Tiro,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,71.0,37,8.2,9,Rebellion,+14
Backyard Baseball '09,Wii,2008,Esporte,Atari,0.04,0.0,0.0,0.0,0.04,37.0,4,7.8,5,Humongous Entertainment,Livre
Spy Fiction,PS2,2003,Acao,Sega,0.02,0.02,0.0,0.01,0.04,61.0,33,Nao_Inserido,0,Access Games,+17
Justice League: Chronicles,GBA,2003,Plataforma,Midway Games,0.03,0.01,0.0,0.0,0.04,43.0,7,Nao_Inserido,0,Full-Fat,Livre
Tom Clancy's HAWX,PC,2009,Acao,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23,7.3,125,Ubisoft Romania,+14
Enemy Front,X360,2014,Tiro,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,8,5.8,78,CI Games,+17
Doko Demo Issho: Let's Gakkou!,PSP,2006,Diversos,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Tiro,SCi,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Honda ATV Fever,Wii,2010,Corrida,Storm City Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Beyond Reality,Livre
Top Gun,DS,2006,Simulação,505 Games,0.04,0.0,0.0,0.0,0.04,48.0,8,Nao_Inserido,0,InterActive Vision Games,+10
M&M's Beach Party,Wii,2009,Diversos,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
B's-LOG Party♪,PSP,2010,Aventura,Idea Factory,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
King Arthur,GC,2004,Acao,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,60.0,14,Nao_Inserido,0,Krome Studios,+14
Chicken Shoot,GBA,2005,Acao,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Shantae and the Pirate's Curse,3DS,2015,Plataforma,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,18,8.5,86,WayForward,+10
Yowamushi Pedal,3DS,2015,Acao,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Dai Senryaku VII: Modern Military Tactics,XB,2003,Estratégia,Kool Kizz,0.03,0.01,0.0,0.0,0.04,74.0,11,8.8,6,SystemSoft,Livre
White Album 2: Shiawase no Mukougawa,PS3,2012,Aventura,Aqua Plus,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Monster Trux Arenas: Special Edition,Wii,2007,Corrida,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Avatar: The Game,PC,2009,Acao,Ubisoft,0.0,0.04,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Go Go Ackman 3,SNES,1995,Plataforma,Banpresto,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Advance Guardian Heroes,GBA,2004,Rpg,Ubisoft,0.03,0.01,0.0,0.0,0.04,65.0,25,Nao_Inserido,0,Treasure,Livre
Castle of Shikigami III,Wii,2007,Tiro,PQube,0.04,0.0,0.0,0.0,0.04,67.0,9,7.6,9,Alfa System,+14
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Estratégia,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,20,8.1,46,Koei Tecmo Games,+14
FIFA Street 2,DS,2006,Esporte,Electronic Arts,0.04,0.0,0.0,0.0,0.04,43.0,5,7.5,4,Exient Entertainment,Livre
Star X,GBA,2002,Tiro,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04,60.0,10,Nao_Inserido,0,Graphic State,Livre
City Life: World Edition,PC,2007,Simulação,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,75.0,7,8.2,9,Monte Cristo Multimedia,Livre
The King of Fighters Kyo,PS,1998,Combate,SNK Playmore,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Record of Agarest War: Marriage,PSP,2012,Rpg,Compile Heart,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
San-X Land: Theme Park de Asobou!,DS,2006,Acao,MTO,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Corpse Party: Book of Shadows,PSP,2011,Aventura,5pb,0.0,0.0,0.04,0.0,0.04,67.0,23,8.2,50,5pb,+17
428: Fuusa Sareta Shibuya de,PSP,2009,Aventura,Spike,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Starry ? Sky: After Spring,PSP,2009,Diversos,Aqua Plus,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Aventura,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Mechanic Escape,PS3,2012,Plataforma,D3Publisher,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Acao,Takara Tomy,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
WarTech: Senko no Ronde,X360,2006,Combate,Ubisoft,0.04,0.0,0.0,0.0,0.04,60.0,33,6.1,7,G.Rev,+14
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Aventura,Spike,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
True Love Story 3,PS2,2001,Simulação,Enterbrain,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Jerry Rice and Nitus' Dog Football,Wii,2011,Esporte,Tommo,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Little Battlers eXperience W,PSV,2012,Rpg,Level 5,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Smurfs,PS,1998,Acao,Infogrames,0.02,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Acao,Activision,0.01,0.03,0.0,0.0,0.04,Nao_Inserido,0,4.3,16,PlatinumGames,+14
Strike Force Bowling,XB,2004,Esporte,Crave Entertainment,0.03,0.01,0.0,0.0,0.04,54.0,10,Nao_Inserido,0,Lab Rats Games,Livre
IL-2 Sturmovik: 1946,PC,2006,Simulação,Ubisoft,0.0,0.04,0.0,0.01,0.04,86.0,9,8.8,115,1C: Maddox Games,+14
Chessmaster,GBA,2002,Diversos,Ubisoft,0.03,0.01,0.0,0.0,0.04,76.0,5,Nao_Inserido,0,Ubisoft,Livre
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Aventura,Sega,0.02,0.02,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Coraline,DS,2009,Acao,D3Publisher,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Art,Livre
Red Ninja: End of Honor,PS2,2005,Acao,Vivendi Games,0.02,0.02,0.0,0.01,0.04,47.0,17,5.0,7,Opus,+17
Praetorians,PC,2003,Estratégia,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,78.0,23,8.2,38,Pyro Studios,+14
Kids Learn Music A+ Edition,DS,2011,Diversos,Unknown,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Wolf Among Us,PSV,2014,Aventura,Telltale Games,0.03,0.0,0.0,0.01,0.04,Nao_Inserido,0,8.4,29,Telltale Games,+17
Smash Court Tennis 3,PSP,2007,Esporte,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68.0,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games",Livre
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Aventura,Idea Factory,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
SX Superstar,XB,2003,Corrida,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.04,53.0,17,Nao_Inserido,0,Acclaim,+14
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Combate,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
LEGO Friends,3DS,2013,Acao,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,43.0,4,8.3,4,Hellbent Games,Livre
Saint Seiya: The Hades,PS2,2006,Combate,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Saki Portable,PSP,2010,Aventura,Alchemist,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Acao,Takara Tomy,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Guild Wars Trilogy,PC,2005,Rpg,NCSoft,0.0,0.03,0.0,0.01,0.04,Nao_Inserido,0,8.8,8,ArenaNet,+14
SPRay,Wii,2008,Acao,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,42.0,16,4.5,6,EKO Software,+10
Outlaw Tennis,XB,2005,Esporte,Global Star,0.03,0.01,0.0,0.0,0.04,66.0,45,7.7,6,Hypnotix,+17
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulação,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Saint Seiya: Soldiers' Soul,PS3,2015,Combate,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,6.3,4,Dimps Corporation,+14
Nike+ Kinect Training,X360,2012,Esporte,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
No Rules: Get Phat,GBA,2001,Acao,TDK Mediactive,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Rpg,Square Enix,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Brothers: A Tale of Two Sons,XOne,2015,Aventura,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,6,8.9,26,Starbreeze,+14
NHL Legacy,PS3,2015,Acao,Electronic Arts,0.03,0.0,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Battle Rage,Wii,2008,Tiro,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Attack of the Movies 3D,X360,2010,Tiro,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38.0,8,1.7,10,Panic Button,+14
Igor: The Game,DS,2008,Aventura,Legacy Interactive,0.04,0.0,0.0,0.0,0.04,43.0,4,Nao_Inserido,0,Artefacts Studio,Livre
Zombi Daisuki,DS,2011,Acao,ChunSoft,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Acao,FuRyu,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
