Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao,Faixa_Etaria,Sucesso_Comercial,Percentual_NA,Percentual_EU,Percentual_JP,Percentual_Outras,Ranking_Genero
Pharaoh,PC,1998,Estratégia,Vivendi Games,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,8.6,45,Impressions Games,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,562.0
Major Dream: Major DS Dream Baseball,DS,2008,Esporte,Takara Tomy,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2175.0
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Aventura,5pb,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Escape the Emerald Star,PC,2011,Quebra_cabeca,PopCap Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,PopCap,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,485.0
Thunderbirds,GBA,2004,Tiro,Vivendi Games,0.02,0.01,0.0,0.0,0.02,47.0,11,7.126329894144447,0,Saffire,Livre,Todos,Baixo,100.0,50.0,0.0,0.0,1190.0
TV Total Events,Wii,2011,Diversos,7G//AMES,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,1562.0
Vitamin Z Revolution,PSP,2010,Aventura,D3Publisher,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Aegis of Earth: Protonovus Assault,PS3,2016,Acao,PQube,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Acquire,+14,Restrito,Baixo,50.0,50.0,0.0,0.0,2989.0
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Aventura,Alchemist,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Inkheart,DS,2009,Aventura,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,39.0,8,2.2,5,Dreamcatcher,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,927.0
Lunatic Dawn Tempest,PS2,2001,Rpg,ArtDink,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Strike Witches: Shirogane no Tsubasa,PSP,2012,Estratégia,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,562.0
Total Immersion Racing,XB,2002,Corrida,Empire Interactive,0.02,0.01,0.0,0.0,0.02,60.0,7,7.126329894144447,0,Razorworks Studios,Livre,Todos,Baixo,100.0,50.0,0.0,0.0,1121.0
Luxor: The Wrath of Set,PSP,2006,Quebra_cabeca,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,60.0,16,7.126329894144447,0,MumboJumbo,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,485.0
Board Game: Top Shop,PS,1999,Diversos,Success,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,1562.0
Blade Arcus from Shining EX,PS3,2015,Combate,Sega,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,789.0
Bigfoot King of Crush,Wii,2011,Corrida,Zoo Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Zoo Games,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,1121.0
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Acao,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Demigod,PC,2009,Estratégia,Atari,0.0,0.02,0.0,0.0,0.02,76.0,50,7.9,183,Gas Powered Games,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Cocoto Magic Circus,Wii,2008,Tiro,Neko Entertainment,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Neko Entertainment,+10,Restrito,Baixo,100.0,0.0,0.0,0.0,1190.0
Rugby Challenge 3,X360,2016,Esporte,Alternative Software,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Wicked Witch Software,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,2175.0
Toukiden 2,PS3,2016,Acao,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Europa Universalis III Complete,PC,2008,Estratégia,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,8.7,6,Paradox Development Studio,+10,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Aventura,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Dunamis 15,PS3,2011,Aventura,5pb,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
DemiKids: Dark Version,GBA,2002,Rpg,Atlus,0.02,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,100.0,50.0,0.0,0.0,1365.0
Resident Evil: Umbrella Corps,PS4,2016,Acao,Capcom,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Mage Knight: Destiny's Soldier,DS,2006,Estratégia,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,59.0,8,7.1,11,Big Blue Bubble Inc.,+10,Restrito,Baixo,100.0,0.0,0.0,0.0,562.0
Fishdom 2 Deluxe,PC,2010,Quebra_cabeca,Rondomedia,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,485.0
Blender Bros.,GBA,2002,Plataforma,Unknown,0.02,0.01,0.0,0.0,0.02,73.0,10,7.126329894144447,0,AI,Livre,Todos,Baixo,100.0,50.0,0.0,0.0,839.0
Treasure Chase,DS,2011,Quebra_cabeca,Storm City Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,100.0,0.0,0.0,0.0,485.0
Suzumiya Haruhi no Heiretsu,Wii,2009,Aventura,Sega,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Stronghold Crusader Extreme,PC,2008,Estratégia,Gamecock,0.0,0.02,0.0,0.0,0.02,45.0,11,6.8,45,FireFly Studios,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Nanatsuiro * Drops Pure!!,PS2,2007,Aventura,Media Works,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
DemiKids: Light Version,GBA,2002,Rpg,Atlus,0.02,0.01,0.0,0.0,0.02,62.0,8,8.3,15,Multimedia Intelligence Transfer,Livre,Todos,Baixo,100.0,50.0,0.0,0.0,1365.0
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Diversos,D3Publisher,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Cities XL 2011,PC,2010,Simulação,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,70.0,17,5.7,39,Monte Cristo Multimedia,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,765.0
Farm Frenzy 3,DS,2011,Estratégia,Unknown,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Bottom of the 9th '97,PS,1997,Esporte,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,2175.0
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Rpg,King Records,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Rapala for Kinect,X360,2011,Esporte,Activision,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Activision,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,2175.0
Line Rider 2: Unbound,Wii,2008,Quebra_cabeca,Deep Silver,0.02,0.0,0.0,0.0,0.02,62.0,12,6.4,5,InXile Entertainment,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,485.0
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Aventura,D3Publisher,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
HatsuKare * Renai Debut Sengen!,PSP,2013,Aventura,FuRyu,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
QUIZ PARTY,Wii,2012,Diversos,Nintendo,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,1562.0
SimCity Societies,PC,2007,Simulação,Electronic Arts,0.0,0.02,0.0,0.0,0.02,63.0,27,4.3,95,Tilted Mill,+10,Restrito,Baixo,0.0,100.0,0.0,0.0,765.0
Winx Club: Rockstars,DS,2010,Aventura,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Rainbow S.p.A.,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,927.0
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Diversos,Activision,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,6.5,4,Left Field Productions,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,1562.0
Star Trek Online,PC,2010,Rpg,Atari,0.0,0.02,0.0,0.0,0.02,66.0,34,6.2,694,Cryptic Studios,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,1365.0
Kingdom: Ikkitousen no Ken,PSP,2010,Acao,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Combate,Yuke's,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,789.0
RayCrisis: Series Termination,PS,1999,Tiro,JVC,0.01,0.01,0.0,0.0,0.02,67.0,8,7.126329894144447,0,Taito Corporation,Livre,Todos,Baixo,50.0,50.0,0.0,0.0,1190.0
Bomberman Story DS,DS,2007,Rpg,Rising Star Games,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Anima - Gate of Memories,PS4,2016,Acao,Avanquest,0.0,0.02,0.0,0.0,0.02,52.0,13,7.9,34,"Edge Entertainment, Anima Project",+14,Restrito,Baixo,0.0,100.0,0.0,0.0,2989.0
Ikki Tousen: Shining Dragon,PS2,2007,Rpg,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Tiro,Ubisoft,0.0,0.02,0.0,0.0,0.02,78.0,20,7.3,185,Ubisoft Montreal,+17,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Aventura,Minato Station,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Toxic Grind,XB,2002,Esporte,THQ,0.02,0.0,0.0,0.0,0.02,49.0,9,7.126329894144447,0,Blue Shift,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,2175.0
Tropico 4: Modern Times,PC,2012,Estratégia,Kalypso Media,0.0,0.02,0.0,0.0,0.02,78.0,11,8.0,58,Haemimont,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Diversos,Paon,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
ScrapLand,XB,2005,Acao,Deep Silver,0.02,0.0,0.0,0.0,0.02,73.0,20,7.4,5,Mercury Steam,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,2989.0
Enchanted Arms (JP sales),X360,2006,Rpg,Ubisoft,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Utawarerumono: Futari no Hakuoro,PS3,2016,Diversos,Aqua Plus,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Geten no Hana,PSP,2013,Diversos,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Aventura,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Indianapolis 500 Evolution,X360,2009,Corrida,Zushi Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Destineer,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,1121.0
Brothers in Arms: Hell's Highway,PC,2008,Tiro,Ubisoft,0.0,0.02,0.0,0.0,0.02,79.0,22,7.9,130,Gearbox Software,+17,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
D.Gray-man: Sousha no Shikaku,PS2,2008,Aventura,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Crazy Machines,Wii,2010,Quebra_cabeca,DTP Entertainment,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,FAKT Software,Livre,Todos,Baixo,50.0,50.0,0.0,0.0,485.0
Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Aventura,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
DiRT,PC,2007,Corrida,Codemasters,0.0,0.02,0.0,0.0,0.02,84.0,20,7.3,91,Codemasters,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,1121.0
School Days LxH,PS2,2008,Aventura,Interchannel,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulação,Ubisoft,0.0,0.02,0.0,0.0,0.02,86.0,12,8.6,38,"1C, 1C Company",+14,Restrito,Baixo,0.0,100.0,0.0,0.0,765.0
Serious Sam HD: Gold Edition,X360,2011,Tiro,Mastertronic,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Acao,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,2989.0
Neo Angelique,PS2,2006,Aventura,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Psycho-Pass: Mandatory Happiness,PSV,2016,Aventura,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,64.0,11,7.3,10,5pb,+14,Restrito,Baixo,0.0,50.0,50.0,0.0,927.0
Namco Museum Battle Collection (JP sales),PSP,2005,Diversos,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Ceville,PC,2009,Acao,Kalypso Media,0.0,0.02,0.0,0.0,0.02,73.0,17,8.2,21,Boxed Dream,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,2989.0
Brandish: The Dark Revenant,PSP,2009,Rpg,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,78.0,9,8.3,12,Falcom,+14,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Thomas and Friends: Steaming around Sodor,3DS,2015,Acao,Avanquest Software,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Avanquest Software,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,2989.0
Chaos;Head Noah,PSP,2010,Aventura,5pb,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Summon Night: Swordcraft Story,GBA,2003,Rpg,Banpresto,0.02,0.01,0.0,0.0,0.02,77.0,20,8.1,19,Flight-Plan,+10,Restrito,Baixo,100.0,50.0,0.0,0.0,1365.0
Samurai Shodown V,XB,2006,Combate,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,58.0,29,7.126329894144447,0,SNK,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,789.0
Falcon 4.0: Allied Force,PC,2005,Simulação,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,90.0,7,8.6,37,Lead Pursuit,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,765.0
Minna no Chizu 2,PSP,2007,Diversos,Zenrin,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Pro Fishing Challenge,XB,2004,Esporte,Atlus,0.02,0.0,0.0,0.0,0.02,62.0,11,9.1,9,Opus,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,2175.0
Franklin's Great Adventures,DS,2006,Acao,Game Factory,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Neko Entertainment,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,2989.0
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Rpg,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Aventura,Capcom,0.0,0.0,0.02,0.0,0.02,81.0,34,9.0,76,NATSUME ATARI Inc.,+14,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Princess Saver! Eternal Love for My Lady,PS2,2010,Aventura,Comfort,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Esporte,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2175.0
Ice Age: Dawn of the Dinosaurs,PC,2009,Acao,Activision,0.02,0.0,0.0,0.0,0.02,67.0,5,7.126329894144447,0,Activision,+10,Restrito,Baixo,100.0,0.0,0.0,0.0,2989.0
To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Acao,FuRyu,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Tokyo Mew Mew,PS,2002,Rpg,Takara,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Kawasaki Jet Ski,Wii,2008,Corrida,Metro 3D,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,0.6,5,Data Design Interactive,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,1121.0
Interactive Storybook DS Series 3,DS,2007,Diversos,Tommo,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Starfish SD,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,1562.0
Twinkle * Crusaders GoGo!,PSP,2010,Aventura,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Aventura,Idea Factory,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Rule of Rose,PS2,2006,Acao,505 Games,0.01,0.01,0.0,0.0,0.02,59.0,44,8.6,51,"Punchline, Shirogumi",+17,Restrito,Baixo,50.0,50.0,0.0,0.0,2989.0
RedCard 20-03,GC,2002,Esporte,Midway Games,0.02,0.0,0.0,0.0,0.02,71.0,11,7.4,5,Point of View,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,2175.0
Bejeweled 2 Deluxe,PC,2006,Quebra_cabeca,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,PopCap,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,485.0
Freestyle Metal X,XB,2003,Corrida,Midway Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,100.0,0.0,0.0,0.0,1121.0
Captain Morgane and the Golden Turtle,PS3,2012,Aventura,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Wizarbox,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,927.0
Shonen Jump's One Piece: Grand Adventure,PS2,2005,Combate,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,789.0
Dino Dini's Kick Off Revival,PS4,2016,Esporte,Avanquest,0.0,0.02,0.0,0.0,0.02,31.0,22,4.5,66,"The Digital Lounge, Dino Dini",Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,2175.0
Pac-Man World Rally,PS2,2006,Corrida,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,54.0,20,7.4,5,Smart Bomb Interactive,Livre,Todos,Baixo,50.0,50.0,0.0,0.0,1121.0
Winning Post 8 2015,PS3,2015,Acao,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
GT Legends,PC,2005,Corrida,Atari,0.0,0.02,0.0,0.0,0.02,84.0,21,8.6,44,SimBin,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,1121.0
Monster High 13 Wishes,WiiU,2013,Acao,Little Orbit,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,5.5,8,Game Machine Studios,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,2989.0
Ukiyo no Roushi,PSV,2015,Acao,Unknown,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Uta Kumi 575,PSV,2014,Diversos,Sega,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
The Professor's Brain Trainer: Logic,DS,2005,Quebra_cabeca,505 Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,100.0,0.0,0.0,0.0,485.0
Street Fighter X Tekken,PC,2012,Combate,Capcom,0.0,0.02,0.0,0.0,0.02,79.0,8,6.4,134,"Capcom, QLOC",+14,Restrito,Baixo,0.0,100.0,0.0,0.0,789.0
Kung Fu Panda,PC,2008,Acao,Activision,0.0,0.02,0.0,0.0,0.02,71.0,11,7.8,12,Beenox,+10,Restrito,Baixo,0.0,100.0,0.0,0.0,2989.0
428: Fuusa Sareta Shibuya de,PS3,2009,Aventura,Spike,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Catan,DS,2009,Estratégia,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Frontlines: Fuel of War,PC,2008,Tiro,THQ,0.0,0.02,0.0,0.0,0.02,73.0,19,6.9,171,Kaos Studios,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
